"outcome_concept_id","pt"
37019290,"Mesangioproliferative glomerulonephritis"
37320222,"Pityriasis"
35506458,"Adrenal atrophy"
36313022,"Coagulation time abnormal"
36311950,"Electrocardiogram change"
36315604,"Glomerular filtration rate"
35104126,"Spontaneous haematoma"
37119562,"Ovarian mass"
35707781,"Pelvic mass"
36009837,"Still's disease adult onset"
37622520,"Accelerated hypertension"
35809116,"Crepitations"
36315999,"Maximal voluntary ventilation decreased"
42888924,"Monoclonal gammopathy"
37520658,"Patellectomy"
36211135,"Ulna fracture"
35506600,"Feminisation acquired"
36718602,"Spinal cord oedema"
36110643,"Sepsis neonatal"
36718344,"Abulia"
42890301,"Acute lung injury"
36516788,"Seronegative arthritis"
37622414,"Vascular occlusion"
36110263,"Streptococcal bacteraemia"
35506653,"Growth hormone deficiency"
35506801,"Primary hypothyroidism"
37521665,"Uterine operation"
36617416,"Glioma"
35305946,"Phalangeal agenesis"
35506542,"Endocrine disorder"
36918900,"Compulsions"
37521045,"Colon operation"
35506793,"Thyrotoxic crisis"
35708389,"Metastatic gastric cancer"
36110774,"Meningitis tuberculous"
36110542,"Genital abscess"
35606971,"Metastases to eye"
35708435,"Metastases to rectum"
35606858,"Corneal epithelium defect"
35607021,"Hypopyon"
35606814,"Anterior chamber disorder"
37522138,"Cyst removal"
36818743,"Neonatal asphyxia"
43054033,"Schwannoma"
42889493,"Allergic hepatitis"
36312896,"Bone marrow eosinophilic leukocyte count increased"
36718254,"Masked facies"
36718224,"Pleurothotonus"
36312919,"Activated partial thromboplastin time abnormal"
36314094,"Blood gases abnormal"
42889443,"Injection related reaction"
36717970,"Carotid artery aneurysm"
35708059,"Reflux gastritis"
35104402,"Refractory anaemia with ringed sideroblasts"
36717977,"Basilar artery thrombosis"
43009586,"Mycobacterium haemophilum infection"
36009769,"Eczema herpeticum"
42890570,"Body surface area decreased"
36617496,"Renal cell carcinoma recurrent"
43053746,"Adrenal gland cancer"
42889616,"Atypical fracture"
36312348,"Blood antidiuretic hormone increased"
36718459,"Sensorimotor disorder"
36718156,"Vasogenic cerebral oedema"
35909491,"Hepatic infection"
43054174,"Osteosarcoma"
35104852,"Granulocytosis"
36313721,"Cell marker increased"
36313601,"Total bile acids increased"
36314765,"Viral load increased"
37219843,"Pulmonary cavitation"
36718405,"Pharyngeal hypoaesthesia"
36315382,"Weight normal"
36211384,"Blood blister"
36009743,"Milk allergy"
35708760,"Tongue spasm"
42890516,"Brain midline shift"
37119496,"Nipple oedema"
37119779,"Vulval oedema"
42890346,"Cerebral small vessel ischaemic disease"
36617320,"Intracranial tumour haemorrhage"
42890329,"Increased viscosity of nasal secretion"
35707962,"Gastrointestinal viral infection"
37420567,"Contraindication to medical treatment"
35809300,"Product counterfeit"
36918982,"Derealisation"
37420463,"Promiscuity"
35606831,"Conjunctival adhesion"
35607131,"Ocular pemphigoid"
42889966,"Polyomavirus test positive"
42888980,"Bandaemia"
42890434,"Resting tremor"
42890046,"Enterococcus test positive"
35909601,"Pneumobilia"
35104810,"Splenic vein thrombosis"
36312840,"Peritoneal fluid analysis abnormal"
35809069,"Sudden infant death syndrome"
36211295,"Eschar"
36918927,"Communication disorder"
37521641,"Ovarian operation"
35104168,"Factor IX inhibition"
36313807,"Blood immunoglobulin M abnormal"
35708184,"Oesophageal discomfort"
36110257,"Pneumonia pneumococcal"
36313822,"Light chain analysis increased"
36313360,"Granulocyte count decreased"
35104669,"Plasmacytoma"
35205362,"Pericarditis fungal"
36110397,"Scedosporium infection"
35607303,"Holmes-Adie pupil"
35606845,"Pinguecula"
35606967,"Eyelid pain"
35607100,"Lid margin discharge"
35606924,"Eyelash discolouration"
42889157,"Eyelid thickening"
43053777,"Hypopigmentation of eyelid"
42889179,"Meibomian gland dysfunction"
35607263,"Excessive eye blinking"
35607317,"Eyelid sensory disorder"
35607186,"Chemical eye injury"
36516773,"Cutis laxa"
35607102,"Meibomianitis"
35606910,"Posterior capsule opacification"
35808811,"Application site mass"
37320314,"Ingrown hair"
35607005,"Eyelid vascular disorder"
42889467,"Product distribution issue"
35607209,"Corneal cyst"
36009729,"Allergy to chemicals"
37320320,"Sebaceous gland disorder"
35607386,"Scleral disorder"
35104104,"Bone marrow toxicity"
36617314,"Acanthosis nigricans"
35708549,"Pancreatic neoplasm"
36313143,"Haematology test abnormal"
36617376,"Brain teratoma"
37521485,"Peripheral nerve neurostimulation"
36312033,"Arterial catheterisation"
36517131,"Chondrolysis"
36009859,"Amyloidosis"
36311808,"Cardiovascular evaluation"
37019286,"Glomerulonephritis minimal lesion"
35808997,"Injection site laceration"
43053976,"Anti-interferon antibody positive"
35909504,"Liver sarcoidosis"
36617158,"Fibrocystic breast disease"
36918857,"Anticipatory anxiety"
36315482,"Blood chromogranin A increased"
42889641,"Maternal exposure timing unspecified"
36312016,"Aortic bruit"
36313094,"Prothrombin time ratio decreased"
1197968,"Incorrect product administration duration"
36517025,"Bone cancer metastatic"
35707828,"Gastrointestinal mucosal disorder"
36617659,"Vaginal cancer"
35305490,"Aplasia"
37622402,"Arterial stenosis"
37622454,"Arterial thrombosis"
35809343,"Paradoxical drug reaction"
36315033,"CSF white blood cell count increased"
35506728,"Neuroendocrine carcinoma"
42889114,"Neuroendocrine carcinoma metastatic"
35104532,"Mantle cell lymphoma"
35104255,"Polycythaemia vera"
36315647,"Crystal urine"
36312419,"Pregnancy test false positive"
36312236,"Insulin-like growth factor decreased"
35506747,"Hyperparathyroidism secondary"
36110672,"Nail infection"
36718610,"Cerebral calcification"
36110110,"Enterobacter infection"
37119482,"Breast inflammation"
35104229,"Marrow hyperplasia"
35306127,"Congenital bladder anomaly"
36009857,"Sarcoidosis"
36312552,"Troponin T increased"
36718574,"Cervical myelopathy"
37520715,"Modified radical mastectomy"
35306023,"Osteopetrosis"
37520617,"Removal of internal fixation"
37521543,"Spinal rod insertion"
35607270,"Extraocular muscle disorder"
36617656,"Metastatic uterine cancer"
37119620,"Genital disorder female"
37119479,"Mastoptosis"
35707623,"Alveolar osteitis"
42890323,"Sputum increased"
37522110,"Adhesiolysis"
37521729,"Nephrectomy"
35104170,"Factor V inhibition"
35607032,"Conjunctivitis allergic"
43054017,"Malignant neoplasm of unknown primary site"
35707920,"Gastroenteritis norovirus"
36313042,"Fibrinolysis abnormal"
36110688,"Acute tonsillitis"
36110225,"Septic arthritis staphylococcal"
36314822,"Biopsy bone"
36314823,"Biopsy bone abnormal"
37521037,"Caecal lesion excision"
36312018,"Carotid bruit"
36110531,"Vulval abscess"
35204958,"Sinus arrhythmia"
36718573,"Cervical cord compression"
42890539,"Dropped head syndrome"
35707887,"Proctitis fungal"
37522289,"Withdrawal of life support"
37119561,"Ovarian haemorrhage"
35708585,"Abscess oral"
36009864,"Primary amyloidosis"
36718184,"Mental retardation"
36416657,"Partial lipodystrophy"
42890372,"Urinary cystectomy"
37520757,"Heart valve replacement"
36516845,"Muscle haemorrhage"
37521299,"Turbinectomy"
36316113,"Biopsy skin"
36416481,"Hyperlactacidaemia"
37420526,"Hearing disability"
37420545,"Sight disability"
36110601,"Pyopneumothorax"
35808930,"Infusion site hypersensitivity"
36009818,"Lupus vasculitis"
35204909,"Bundle branch block"
36918997,"Confabulation"
35707681,"Gingival injury"
37320273,"Alopecia universalis"
35808793,"Application site dermatitis"
36211321,"Traumatic haemorrhage"
35205121,"Double outlet right ventricle"
35305401,"Pulmonary artery stenosis congenital"
35306067,"Arnold-Chiari malformation"
37320118,"Scar pain"
36314099,"Blood lactic acid increased"
43053773,"Huerthle cell carcinoma"
35909556,"Hepatic haemorrhage"
35607356,"Detachment of retinal pigment epithelium"
35607401,"Polypoidal choroidal vasculopathy"
42889201,"Subretinal haematoma"
35104490,"Diffuse large B-cell lymphoma"
37420495,"Alcohol use"
1199471,"Sprue-like enteropathy"
36211649,"Anastomotic stenosis"
35707574,"Anal pruritus"
42890110,"Candida test positive"
35205002,"Heart injury"
36717975,"Basal ganglia infarction"
36312023,"Angiogram"
36311820,"Echocardiogram abnormal"
35708390,"Abdominal neoplasm"
42889113,"Carcinoid crisis"
36110547,"Incision site abscess"
37522208,"Medical device change"
35506481,"Adrenal adenoma"
35506487,"Benign neoplasm of adrenal gland"
36316136,"Anticonvulsant drug level above therapeutic"
42890464,"Cerebral haemosiderin deposition"
37019346,"Renal artery arteriosclerosis"
35306286,"Melkersson-Rosenthal syndrome"
36416585,"Fluid imbalance"
37220065,"Tracheal disorder"
35809270,"Product blister packaging issue"
45886418,"Cancer surgery"
37521794,"Lung operation"
35909470,"Cholestasis of pregnancy"
35104466,"B-cell lymphoma recurrent"
36718437,"Vertigo CNS origin"
36211344,"Kidney rupture"
37019331,"Pelvi-ureteric obstruction"
36313732,"HLA marker study positive"
35104095,"Tropical sprue"
35607069,"Ciliary hyperaemia"
35607359,"Macular hole"
35607475,"Metamorphopsia"
35607411,"Retinal artery spasm"
36315233,"Retinogram abnormal"
35607451,"Visual acuity reduced transiently"
46276557,"Gluten sensitivity"
35506714,"Carcinoid tumour of the gastrointestinal tract"
45885598,"Incarcerated incisional hernia"
37420511,"Blood product transfusion dependent"
36313014,"Coagulation factor decreased"
35104185,"Vascular purpura"
36517100,"Sarcomatosis"
35305399,"Congenital pulmonary artery anomaly"
35506722,"Gastrinoma"
35205103,"Pulmonary valve disease"
35205112,"Tricuspid valve disease"
36717976,"Basilar artery occlusion"
35205344,"Ventricle rupture"
42889812,"Faecal calprotectin increased"
36312986,"Coagulation factor VII level decreased"
35205135,"Left ventricle outflow tract obstruction"
36211500,"Anaesthetic complication neurological"
36617554,"Uterine polyp"
35909515,"Chronic hepatic failure"
35707938,"Abdominal sepsis"
43053821,"Colorectal adenocarcinoma"
36617828,"Lung adenocarcinoma stage IV"
37320142,"Dermatitis diaper"
36416591,"Oligodipsia"
37522309,"Arterial stent insertion"
36718031,"Vertebral artery occlusion"
35607279,"IIIrd nerve paresis"
35104300,"Extravascular haemolysis"
36718165,"Frontotemporal dementia"
36718531,"Epileptic aura"
36211602,"Stent-graft endoleak"
37521048,"Colostomy"
37521057,"Sigmoidectomy"
36316476,"Volume blood decreased"
37320144,"Eczema asteatotic"
36211730,"Endotracheal intubation complication"
36416675,"Hyperlipasaemia"
43054018,"Rhabdoid tumour"
36312326,"Blood luteinising hormone increased"
36617408,"Primitive neuroectodermal tumour"
35104464,"Malignant lymphoid neoplasm"
37119590,"Peyronie's disease"
37019415,"Choluria"
42889480,"Rebound psoriasis"
35205380,"Pleuropericarditis"
36009851,"Pemphigus"
35204946,"Reperfusion arrhythmia"
36416553,"Osteoporosis postmenopausal"
36617385,"Astrocytoma malignant"
36818673,"Failed induction of labour"
36009829,"Polymyositis"
35205387,"Pericardial disease"
42889335,"Injection site granuloma"
37521292,"Nasal operation"
36110371,"Fungal skin infection"
37220051,"Pharyngeal mass"
37521226,"Plastic surgery to the face"
43053895,"Bone contusion"
36313629,"Anti-erythrocyte antibody"
35708275,"Erosive duodenitis"
35707788,"Vasculitis gastrointestinal"
36617384,"Anaplastic astrocytoma"
36211748,"Engraft failure"
35104129,"Acquired haemophilia"
35708687,"Retroperitoneal haematoma"
36416510,"Bulimia nervosa"
43054038,"Breast ulceration"
36617218,"Metastases to breast"
35506556,"Androgenetic alopecia"
36516846,"Muscle hypertrophy"
36617253,"Papilloma"
35809303,"Product name confusion"
35708711,"Salivary gland enlargement"
35808935,"Infusion site irritation"
37019281,"Focal segmental glomerulosclerosis"
36617801,"Thymoma"
43053708,"Anaplastic large-cell lymphoma"
36313224,"Haemoglobin"
43562815,"Diffuse alopecia"
35607357,"Macular cyst"
36313486,"Biopsy liver abnormal"
35506530,"Diabetic retinopathy"
35909558,"Hepatic ischaemia"
35708262,"Anal ulcer"
36919008,"Poverty of thought content"
35808764,"Administration site reaction"
35104336,"Acute leukaemia"
35708622,"Oral mucosal eruption"
35205043,"Nocturnal dyspnoea"
42890036,"Clostridium test positive"
35707565,"Proctoparalysis"
37119698,"Vaginal prolapse"
36517126,"Tenosynovitis stenosans"
36919044,"Elevated mood"
35607453,"Altered visual depth perception"
35737628,"Infectious colitis"
36110656,"Blister infected"
37320333,"Skin oedema"
42890461,"Pseudohyponatraemia"
36516885,"Muscle necrosis"
36617212,"Mesothelioma"
36919104,"Hypervigilance"
42890379,"Transient global amnesia"
36311936,"Electrocardiogram T wave abnormal"
42890039,"Corynebacterium test positive"
42889378,"Device inversion"
36110107,"Diphtheria"
42890063,"Micrococcus test positive"
35809185,"Polyserositis"
36110318,"Aspergilloma"
36718264,"Intention tremor"
36315096,"Past-pointing"
36313657,"Antineutrophil cytoplasmic antibody positive"
36313666,"Autoantibody positive"
36315692,"Urinary sediment present"
42890574,"Burning feet syndrome"
36313293,"Red blood cell schistocytes present"
36315685,"Urinary casts"
36313828,"Allergy test"
35707586,"Benign gastric neoplasm"
45885655,"Stoma complication"
36617514,"Malignant urinary tract neoplasm"
35808944,"Infusion site phlebitis"
35735896,"Incarcerated inguinal hernia"
43053718,"Platelet dysfunction"
35708182,"Mastication disorder"
37521205,"Wisdom teeth removal"
36315934,"Mammogram abnormal"
37119695,"Pelvic prolapse"
36211688,"Postoperative wound complication"
35607162,"Retinitis"
35305641,"Retinitis pigmentosa"
37019385,"Urethral disorder"
35104849,"Acute febrile neutrophilic dermatosis"
788316,"End stage renal disease"
36211509,"Arterial restenosis"
35506732,"Pancreatic neuroendocrine tumour"
37521620,"Evacuation of retained products of conception"
36313133,"Blast cells present"
35708133,"Ileus spastic"
36110392,"Pulmonary mycosis"
36110828,"American trypanosomiasis"
36617168,"Breast cancer stage I"
35607312,"Pupils unequal"
35707988,"Appendiceal abscess"
36919035,"Hypomania"
36109993,"Post streptococcal glomerulonephritis"
36312063,"Blood pressure"
37520657,"Patella replacement"
36718191,"Choreoathetosis"
36617283,"Germ cell cancer metastatic"
36211203,"Splenic haematoma"
36211274,"Nerve root injury"
36314494,"Blood culture positive"
36314507,"Culture positive"
36110710,"Tracheitis"
35205313,"Cardiac septal defect"
36919195,"Libido disorder"
36311782,"Heart sounds abnormal"
37521467,"Neurectomy"
37320305,"Onycholysis"
36316390,"Blood sodium abnormal"
43054131,"Hyponatraemic seizure"
36918992,"Illusion"
36313533,"Aspartate aminotransferase decreased"
35606882,"Ciliary body disorder"
35606969,"Hypotony of eye"
35607382,"Subretinal fibrosis"
35305423,"Gastrointestinal arteriovenous malformation"
35305425,"Haemorrhagic arteriovenous malformation"
36718154,"Cytotoxic oedema"
37219980,"Epiglottic mass"
37219999,"Vocal cord disorder"
35205144,"Anomalous pulmonary venous connection"
36718227,"Diaphragmatic paralysis"
42889707,"Cell marker decreased"
36315484,"C-reactive protein abnormal"
35909590,"Herpes simplex hepatitis"
35104847,"Pulmonary eosinophilia"
35104169,"Factor V Leiden mutation"
35607242,"Ocular neoplasm"
35809214,"Paraesthesia mucosal"
35205358,"Bacterial pericarditis"
36110115,"Enterococcal bacteraemia"
