indication,indication_concept_id
NIGHT BLINDNESS,35607447
ALVEOLAR SOFT PART SARCOMA METASTATIC,36517022
NAIL PSORIASIS,37320204
REITER'S SYNDROME,35708011
SUBDURAL HAEMATOMA,36211222
NON-HODGKIN'S LYMPHOMA STAGE IV,35104649
CEREBRAL TOXOPLASMOSIS,36110817
IDIOPATHIC PNEUMONIA SYNDROME,36211731
ECTHYMA,36110661
CORNEAL EPITHELIAL MICROCYSTS,35606857
HYPERCALCIURIA,35506744
LEPROMATOUS LEPROSY,36110760
PROSTATECTOMY,37521400
FAMILIAL HAEMOPHAGOCYTIC LYMPHOHISTIOCYTOSIS,42888961
DERMATOPHYTOSIS OF NAIL,36147674
ORAL SURGERY,37521235
VITREOUS OPACITIES,35607337
INGUINAL HERNIA REPAIR,37521032
COSTOVERTEBRAL ANGLE TENDERNESS,35809233
POLYMENORRHOEA,37119550
PERIORBITAL CELLULITIS,35607148
SEASONAL AFFECTIVE DISORDER,36919058
VAGINAL CANCER METASTATIC,36617660
PERITONEAL MESOTHELIOMA MALIGNANT,35708469
DISSOCIATIVE DISORDER,36918964
INFECTION PARASITIC,36110553
LABORATORY TEST,36313967
GASTRODUODENITIS,35708056
VAGINAL LACERATION,36211364
POSTPARTUM DISORDER,36818804
PROPHYLAXIS AGAINST DEHYDRATION,37522082
FEAR,36918869
JAW OPERATION,37521224
PROSTATIC SPECIFIC ANTIGEN,36313738
CATHETER MANAGEMENT,45886406
ENDOCRINE NEOPLASM,35506720
HYPERTENSIVE NEPHROPATHY,37019326
SECONDARY HYPERTENSION,37622534
PULMONARY VALVE STENOSIS,35205106
INNER EAR DISORDER,35406379
EAGLE BARRETT SYNDROME,35305670
PAEDIATRIC AUTOIMMUNE NEUROPSYCHIATRIC DISORDERS ASSOCIATED WITH STREPTOCOCCAL INFECTION,42889353
PRODUCT CONTAINER ISSUE,35809274
GRIP STRENGTH DECREASED,36315299
BONE MARROW OEDEMA,35104191
DRY THROAT,35708691
ULCER HAEMORRHAGE,35809407
COAGULATION FACTOR VIII LEVEL,36312989
PHLEBITIS DEEP,37622540
NEONATAL NEUROBLASTOMA,35506489
MALIGNANT OLIGODENDROGLIOMA,36617393
ASPHYXIA,36211288
MYOSCLEROSIS,36516854
AUTOIMMUNE NEUTROPENIA,35104875
HYPERGAMMAGLOBULINAEMIA,35104202
ANAPLASTIC OLIGODENDROGLIOMA,43054025
WHITE BLOOD CELL COUNT ABNORMAL,36313475
URETHRAL STENOSIS,37019379
CARDIOPLEGIA,37520735
CEREBRAL HAEMORRHAGE,36717998
DERMATITIS INFECTED,36110659
LIVER TRANSPLANT REJECTION,35909505
TOTAL HYPOXANTHINE-GUANINE PHOSPHORIBOSYL TRANSFERASE DEFICIENCY,35305870
MALE SEXUAL DYSFUNCTION,36919201
SKIN NECROSIS,37320129
TRICHOMONIASIS,36110823
ORGANISING PNEUMONIA,37219838
FOOD POISONING,35707758
THROMBOANGIITIS OBLITERANS,36009916
EOSINOPHILIC OESOPHAGITIS,35104834
EARLY SATIETY,35708172
DERMO-HYPODERMITIS,36110660
AORTIC THROMBOSIS,37622453
POST PROCEDURAL DISCOMFORT,35809246
BLOOD ERYTHROPOIETIN DECREASED,36313136
MALIGNANT ASCITES,35708649
BRONCHIOLOALVEOLAR CARCINOMA,36617884
MUCOPOLYSACCHARIDOSIS,35305852
ENDOPHTHALMITIS,35607106
DYSPHORIA,36919043
BLOOD GLUCOSE FLUCTUATION,36314159
LICHEN MYXOEDEMATOSUS,37320174
ORAL BACTERIAL INFECTION,35708592
RESPIRATORY SYNCYTIAL VIRUS BRONCHIOLITIS,36110985
PNEUMOMEDIASTINUM,37219976
DIFFUSE LARGE B-CELL LYMPHOMA STAGE III,35104495
ATELECTASIS,37219826
IMMUNOGLOBULIN THERAPY,42890449
VASOMOTOR RHINITIS,37220013
HOOKWORM INFECTION,35707965
CEREBRAL ATAXIA,36718283
PRIMARY ADRENAL INSUFFICIENCY,35506464
MENINGIOMA,36617419
MYOPATHY,36516886
MAY-THURNER SYNDROME,42890821
HEPATIC ENCEPHALOPATHY,35909517
PITYRIASIS RUBRA PILARIS,37320186
NECK SURGERY,42890203
CALCULUS URETERIC,37019460
ACRAL OVERGROWTH,35532249
PRIMARY MEDIASTINAL LARGE B-CELL LYMPHOMA,35104553
SKIN LESION EXCISION,37521890
ACUTE KIDNEY INJURY,37080784
CYSTITIS ESCHERICHIA,36110121
SYSTEMIC MASTOCYTOSIS,35104217
TUMOUR ASSOCIATED FEVER,36617331
PREMATURE EJACULATION,36919170
SPEECH DISORDER,36718433
OPHTHALMOLOGIC TREATMENT,42890598
SPINAL COLUMN INJURY,42889666
TRIGEMINAL NERVE DISORDER,36718096
COMPARTMENT SYNDROME,36516882
"BLADDER CANCER STAGE 0, WITH CANCER IN SITU",36617461
SALPINGITIS,36110523
GLOMERULOSCLEROSIS,37019298
POOR SUCKING REFLEX,36718277
EMOTIONAL DISTRESS,36919046
ANAL INFLAMMATION,35707573
PROSTATE CANCER RECURRENT,36617704
LEUKAEMIA RECURRENT PROPHYLAXIS,37522064
CONDUCT DISORDER,36918920
URINARY TRACT INFECTION ENTEROCOCCAL,36110119
GLOTTIS CARCINOMA,36617791
FACE INJURY,36211374
BLOOD PRESSURE SYSTOLIC ABNORMAL,36312085
HOMOCYSTINURIA,35305772
CONGO-CRIMEAN HAEMORRHAGIC FEVER,36110863
OESOPHAGEAL CANCER METASTATIC,35708518
OVARIAN ENLARGEMENT,37119558
GROWING PAINS,36516953
ASBESTOSIS,36211227
LYMPH NODE TUBERCULOSIS,35104739
VIRAL TEST POSITIVE,36314769
KNEE DEFORMITY,36516897
SPINAL OPERATION,37521542
VASOCONSTRICTION,37320340
GAUCHER'S DISEASE TYPE I,45886187
PAROTID ABSCESS,35708713
MENINGOCOCCAL INFECTION,36110178
CARDIOPULMONARY FAILURE,35205247
FEBRILE INFECTION,35809047
CRYPTOCOCCUS TEST POSITIVE,42890112
SMALL INTESTINE TRANSPLANT,37521117
RETROPERITONEAL CANCER,35708473
OLIGODENDROGLIOMA,36617423
HEPATIC ENCEPHALOPATHY PROPHYLAXIS,37522061
EXTRACORPOREAL CIRCULATION,37521161
STERNITIS,36110471
LETHARGY,35809077
FOOD INTOLERANCE,36416617
WHIPPLE'S DISEASE,35708374
OCULAR MYASTHENIA,35607286
PULMONARY ARTERIAL WEDGE PRESSURE INCREASED,36311841
VASCULAR RESISTANCE PULMONARY INCREASED,36312106
ELECTROCARDIOGRAM ST-T SEGMENT ABNORMAL,36311933
ARTERIAL SPASM,37622401
HYPERSENSITIVITY VASCULITIS,35123101
HEPATITIS C VIRUS TEST,36314697
HISTOPLASMOSIS DISSEMINATED,36110415
RENAL INFARCT,37019355
VERTEBRAL ARTERY DISSECTION,42890317
INJECTION SITE INFECTION,35808985
HAEMORRHAGIC EROSIVE GASTRITIS,35708286
MEDICAL INDUCTION OF COMA,42890226
INTRAVASCULAR PAPILLARY ENDOTHELIAL HYPERPLASIA,36617248
SURGICAL PROCEDURE REPEATED,36211702
MYOTONIC DYSTROPHY,35306047
MYOKYMIA,36516853
MENINGOENCEPHALITIS BACTERIAL,36110494
ANEURYSMAL BONE CYST,36516724
COMPUTERISED TOMOGRAM THORAX,36316091
OSTEOMYELITIS FUNGAL,36110388
OTORRHOEA,35406324
MYELOMA CAST NEPHROPATHY,43562738
FACTOR X DEFICIENCY,35104141
BLADDER NECK SUSPENSION,42890370
RENAL REPLACEMENT THERAPY,45885832
CEREBELLAR ATAXIA,35809102
INTERVERTEBRAL DISC ANNULAR TEAR,36569891
MEDICAL DEVICE PAIN,36211596
IMMUNE-MEDIATED MYOSITIS,43009998
ORTHOSTATIC HYPERTENSION,37622531
PLASMAPHERESIS,37521140
METAPNEUMOVIRUS INFECTION,36111031
PITYRIASIS ROSEA,37320185
GLIOMATOSIS CEREBRI,36617390
OESOPHAGEAL CARCINOMA RECURRENT,35708520
CARDIAC RESYNCHRONISATION THERAPY,37520733
DRUG REHABILITATION,37521690
EAR IRRIGATION,37521215
LEUKAEMIA MONOCYTIC,35104390
VENOOCCLUSIVE LIVER DISEASE,35909571
IMPETIGO,36110665
GRAVITATIONAL OEDEMA,35809223
TROPICAL SPASTIC PARESIS,36111003
MYOCARDIAL FIBROSIS,35205329
ARTHRODESIS,37520633
PNEUMOCYSTIS JIROVECII INFECTION,43562828
NO ADVERSE EVENT,35809071
SPINAL LAMINECTOMY,37521538
METASTATIC BRONCHIAL CARCINOMA,36617897
OROPHARYNGEAL CANDIDIASIS,35708601
INTESTINAL ADENOCARCINOMA,35708432
LATENT AUTOIMMUNE DIABETES IN ADULTS,35506618
ASPERGILLOMA,36110318
LOBAR PNEUMONIA,36110588
BIOPSY BONE MARROW,36312882
OLFACTORY NERVE DISORDER,36718092
ADNEXA UTERI PAIN,37119701
FAMILY STRESS,37420427
NEUROLOGICAL SYMPTOM,36718364
PULMONARY SEPSIS,36110641
BORRELIA INFECTION,36110087
MYCOPLASMA INFECTION,36110790
URINARY TRACT NEOPLASM,36617526
MYCOBACTERIUM CHELONAE INFECTION,42889596
LYMPHANGIECTASIA INTESTINAL,35104750
SENILE PSYCHOSIS,36919152
ODYNOPHAGIA,35708606
SPASMODIC DYSPHONIA,36718226
IRRIGATION THERAPY,45885631
VISCERAL PAIN,35708163
CONTRAST MEDIA REACTION,36009734
DURAL TEAR,36211633
METASTATIC UTERINE CANCER,36617656
DISEASE SUSCEPTIBILITY,45885685
HLA MARKER STUDY POSITIVE,36313732
HIV TROPISM TEST,36314651
ARTERIAL CATHETERISATION,36312033
MUSCLE ABSCESS,36110623
OESTROGEN RECEPTOR ASSAY,36312407
SKIN REACTION,36009723
PHARYNGEAL INFLAMMATION,37220048
FAT TISSUE INCREASED,35809128
GASTRODUODENAL HAEMORRHAGE,35707851
PRIMARY INSULIN LIKE GROWTH FACTOR-1 DEFICIENCY,42889059
HEPATIC CANCER RECURRENT,43053850
LYMPHOPLASMACYTOID LYMPHOMA/IMMUNOCYTOMA,35104525
CRANIAL NERVE DISORDER,36718070
BRONCHIAL IRRITATION,37219913
THYROTOXIC CRISIS,35506793
POST PROCEDURAL MYOCARDIAL INFARCTION,35205193
MYDRIASIS,35607306
REOCCLUSION,36211693
CRYPTOCOCCAL FUNGAEMIA,36110355
ANTICOAGULATION DRUG LEVEL,36316130
ASTRINGENT THERAPY,37522121
ALCOHOLIC PSYCHOSIS,36211154
FELTY'S SYNDROME,35104878
CYSTINOSIS,35305768
PATELLOFEMORAL PAIN SYNDROME,36516807
PARANOID PERSONALITY DISORDER,36919095
POSTOPERATIVE RENAL FAILURE,36211761
HYPHAEMA,35606994
COMMUNITY ACQUIRED INFECTION,36109972
ANAPLASTIC THYROID CANCER,43053771
FEMORAL NECK FRACTURE,36211098
BODY TEMPERATURE FLUCTUATION,36315271
STILL'S DISEASE,36045659
MOOD DISORDER DUE TO A GENERAL MEDICAL CONDITION,36919057
DERMATITIS EXFOLIATIVE,36009736
INTRAOPERATIVE CARE,37522195
PARAINFLUENZAE VIRUS INFECTION,36110960
OEDEMA MOUTH,35708633
PALATAL SWELLING,45886403
GINGIVAL SWELLING,35708632
VITRITIS,35607167
PERONEAL NERVE INJURY,36211337
MUCKLE-WELLS SYNDROME,35305945
DUODENOGASTRIC REFLUX,35708101
DIABETIC VASCULAR DISORDER,35506500
CAT SCRATCH DISEASE,36110832
BRAIN NEOPLASM BENIGN,36617356
ERYTHROSIS,35104197
HYPERAESTHESIA,36718376
DEFAECATION URGENCY,35708123
RECTOSIGMOID CANCER STAGE IV,35708443
ORAL PRURITUS,35708625
HISTOPLASMOSIS,36110413
APPENDIX CANCER,43053820
BLADDER CANCER RECURRENT,36617460
INTRACRANIAL VENOUS SINUS THROMBOSIS,36718061
HAEMOGLOBIN INCREASED,36313246
GLOMERULONEPHRITIS PROLIFERATIVE,37019287
PEYRONIE'S DISEASE,37119590
PROMOTION OF PERIPHERAL CIRCULATION,37522242
CELLULITIS STAPHYLOCOCCAL,36110220
CEREBRAL DECOMPRESSION,37521495
TRAUMATIC HAEMORRHAGE,36211321
BILIARY ANASTOMOSIS,37521337
RESPIRATORY TRACT INFLAMMATION,37219948
PHAEOCHROMOCYTOMA,35506734
DIARRHOEA INFECTIOUS,35707950
LABILE BLOOD PRESSURE,37622440
PLASMA CELL MYELOMA IN REMISSION,43053716
TENDON RUPTURE,36211268
HUMAN ANAPLASMOSIS,42889599
PAINFUL DEFAECATION,35707571
UTERINE OPERATION,37521665
PRECURSOR B-LYMPHOBLASTIC LYMPHOMA,35104546
PORPHYRIN METABOLISM DISORDER,35305834
CLOSTRIDIUM TEST POSITIVE,42890036
BASOSQUAMOUS CARCINOMA,36617290
COLONIC FISTULA,35707797
INSULIN AUTOIMMUNE SYNDROME,35506615
COITAL BLEEDING,37119766
GENITAL INJURY,36211357
RENAL AND LIVER TRANSPLANT,37522253
CARDIAC REHABILITATION THERAPY,37520732
PTERYGIUM,35606847
HEPATITIS FULMINANT,35909618
URINARY ANASTOMOTIC LEAK,36211770
GASTROINTESTINAL ULCER,35708294
PREMENSTRUAL PAIN,43053845
RESUSCITATION,37522255
GASTROOESOPHAGEAL VARICEAL HAEMORRHAGE PROPHYLAXIS,37522059
LEFT VENTRICULAR HYPERTROPHY,35205325
RETINOPATHY CONGENITAL,35305643
RETINAL VASCULAR OCCLUSION,35607419
HYDROTHORAX,37219862
VITAMIN B12,36314342
PUDENDAL BLOCK,37521630
IMMUNE RECONSTITUTION INFLAMMATORY SYNDROME,42889505
EXCESSIVE GRANULATION TISSUE,35809380
TYMPANIC MEMBRANE PERFORATION,35406443
CARDIAC IMAGING PROCEDURE,36311873
PUPIL DILATION PROCEDURE,42890565
LEUKAEMIA RECURRENT,35104326
ASPIRATION TRACHEAL,36316034
UREAPLASMA TEST POSITIVE,42890099
ANAPLASTIC LARGE CELL LYMPHOMA T- AND NULL-CELL TYPES,35104583
PAPILLOMA,36617253
FACIAL SPASM,36718080
FEBRILE CONVULSION,36718532
CHRONIC RECURRENT MULTIFOCAL OSTEOMYELITIS,42889350
PANCREAS INFECTION,35707710
CARCINOID TUMOUR OF THE GASTROINTESTINAL TRACT,35506714
PERIPHERAL T-CELL LYMPHOMA UNSPECIFIED STAGE IV,35104631
MICROANGIOPATHIC HAEMOLYTIC ANAEMIA,35104299
VENTRICULAR REMODELLING,45885989
GASTROCARDIAC SYNDROME,35205028
LEUKOCYTE ANTIGEN B-27 POSITIVE,36313734
HAEMORRHOIDAL HAEMORRHAGE,35708359
WHOLE BODY SCAN,36313948
PERIPHERAL BLOOD STEM CELL APHERESIS,37521137
ANGIOTENSIN CONVERTING ENZYME,36312557
SINUS NODE DYSFUNCTION,45886260
SHORT STATURE,36364779
GROWTH FAILURE,42893198
FINGER DEFORMITY,36516894
MONARTHRITIS,36516783
POSTICTAL STATE,36718319
LUNG SQUAMOUS CELL CARCINOMA STAGE IV,36617834
OBSTRUCTION,35809153
BILE OUTPUT,36313538
GLYCOGEN STORAGE DISORDER,35305803
PROCTITIS ULCERATIVE,35708091
RETT'S DISORDER,35305783
HEPATITIS VIRAL,35909589
HIGH DENSITY LIPOPROTEIN ABNORMAL,36313992
CHLOROMA,35104385
PROSTATIC SPECIFIC ANTIGEN DECREASED,36313740
HYPERKERATOSIS LENTICULARIS PERSTANS,42890365
CHONDROCALCINOSIS,36516790
VISUAL FIELD DEFECT,35607492
INTESTINAL PROLAPSE,35708253
CATATONIA,36918912
HEPATITIS E,35909580
CLEAR CELL SARCOMA OF SOFT TISSUE,43054155
NEUTROPENIC COLITIS,35104885
RETINOPATHY OF PREMATURITY,35607330
VIRAL UPPER RESPIRATORY TRACT INFECTION,36111056
GALACTORRHOEA,35506663
DELIRIUM TREMENS,35809366
DRUG RESISTANCE,35809330
NO THERAPEUTIC RESPONSE,35809342
PURINE METABOLISM DISORDER,36416701
ANAEMIA VITAMIN B12 DEFICIENCY,35104067
DIZZINESS POSTURAL,35205027
DISSEMINATED TUBERCULOSIS,36110766
COLD TYPE HAEMOLYTIC ANAEMIA,35104287
LYMPHANGIOLEIOMYOMATOSIS,35104752
INSULIN-LIKE GROWTH FACTOR INCREASED,36312237
OPHTHALMIA NODOSA,35607177
PROPHYLAXIS AGAINST PSYCHOMOTOR AGITATION,37522087
SPINAL CORPECTOMY,37521534
GASTRIC HAEMORRHAGE,35707849
HYPERHOMOCYSTEINAEMIA,36416687
LARYNGEAL GRANULOMA,37219986
NEUROBLASTOMA RECURRENT,35506491
HAEMATOCHEZIA,35707866
SMEAR CERVIX ABNORMAL,36315910
OESOPHAGEAL SQUAMOUS CELL CARCINOMA STAGE III,35708528
NEUROTROPHIC KERATOPATHY,42889153
TOOTH CROWDING,42889220
HAEMORRHAGIC DISORDER,35104122
SUDDEN VISUAL LOSS,35607448
CONFUSION POSTOPERATIVE,36211631
CIRCULATING ANTICOAGULANT,36312966
CITROBACTER INFECTION,36110031
ALPHA TUMOUR NECROSIS FACTOR INCREASED,36313749
AORTITIS,37622536
LYSSAVIRUS TEST POSITIVE,42889946
NEPHROSTOMY,37521732
CONGENITAL HYPOGAMMAGLOBULINAEMIA,35305740
LARGE INTESTINE POLYP,43053794
HAEMOBILIA,35909483
NOCARDIOSIS,36110190
COMA,36718288
GINGIVAL HYPERPLASIA,35707678
ENDOMETRIAL STROMAL SARCOMA,43054044
UROGENITAL INFECTION FUNGAL,36110407
ASTHMA LATE ONSET,36009701
RHABDOMYOSARCOMA RECURRENT,36517096
LIPASE DECREASED,36312647
CERVIX CARCINOMA STAGE III,36617570
SODIUM RETENTION,36416605
PERICARDITIS TUBERCULOUS,35205371
MANTLE CELL LYMPHOMA STAGE III,35104537
HYPERTROPHY,35809400
PANEL-REACTIVE ANTIBODY,36313859
RESPIRATORY TRACT IRRITATION,37219949
ANOSMIA,36718090
NECK DEFORMITY,36516929
NERVE ROOT INJURY THORACIC,36211278
SYSTOLIC DYSFUNCTION,42889015
LARYNGEAL OPERATION,37521248
HYPER IGM SYNDROME,35305741
X-LINKED CHROMOSOMAL DISORDER,35305480
INHIBITING ANTIBODIES,36313851
MEDIASTINAL FIBROSIS,37219971
ORTNER'S SYNDROME,35205033
URINARY TRACT OBSTRUCTION,37019274
BLOOD GROWTH HORMONE ABNORMAL,36312319
DENGUE FEVER,36110891
DERMATOFIBROSARCOMA PROTUBERANS,43054107
TYPE 3 DIABETES MELLITUS,42889107
HEART AND LUNG TRANSPLANT,37520740
LIVER OPERATION,37521358
LOWER LIMB FRACTURE,36211103
CYSTITIS BACTERIAL,36110033
FUNDOSCOPY NORMAL,36315225
PHOTOPSIA,35607478
PROPIONIBACTERIUM INFECTION,36110061
BLOOD IMMUNOGLOBULIN M INCREASED,36313809
EAR SWELLING,43562700
BEHAVIOUR DISORDER,36979625
MENINGITIS EOSINOPHILIC,35104846
DARK CIRCLES UNDER EYES,35606958
PARANEOPLASTIC NEUROLOGICAL SYNDROME,42890172
PENILE ERYTHEMA,42890249
GIARDIASIS,35708009
SMALL FIBRE NEUROPATHY,43562853
IDIOPATHIC NEUTROPENIA,35104881
ALLERGY TO PLANTS,36009695
GENITAL HERPES SIMPLEX,43562856
VITAMIN D INCREASED,36314366
AIRWAY SECRETION CLEARANCE THERAPY,45886394
VENA CAVA FILTER INSERTION,37522373
VIRAL CARDIOMYOPATHY,35205287
MALIGNANT NEOPLASM OF CHOROID,35607250
AUTOIMMUNE PANCYTOPENIA,42888940
JOINT HYPEREXTENSION,36211087
HYPERMOBILITY SYNDROME,36516797
HEREDITARY SPHEROCYTOSIS,35104315
DYSPLASIA,35809397
ANTICOAGULATION DRUG LEVEL THERAPEUTIC,36316133
BASAL CELL NAEVUS SYNDROME,35306262
BONE CYST,36516726
BURSITIS INFECTIVE,36110462
GASTRINOMA,35506722
BLOOD GROWTH HORMONE INCREASED,36312321
NON-ALCOHOLIC STEATOHEPATITIS,42889497
TROPONIN INCREASED,36312553
VASCULAR CATHETERISATION,43562935
OVARIAN DYSGERMINOMA STAGE III,36617614
CHRONIC RESPIRATORY DISEASE,37219939
"FOLLICLE CENTRE LYMPHOMA, FOLLICULAR GRADE I, II, III",35104511
ACUTE MYELOMONOCYTIC LEUKAEMIA,35104354
ADENOCARCINOMA OF THE CERVIX,36617562
CLOSTRIDIAL INFECTION,36110099
POSTPARTUM HAEMORRHAGE,36818805
BARTHOLIN'S ABSCESS,36110503
GASTROINTESTINAL STOMA COMPLICATION,35707768
BLOOD PRESSURE DIASTOLIC INCREASED,36312074
SHIFT WORK DISORDER,788144
HAEMATOLOGY TEST ABNORMAL,36313143
HAND DERMATITIS,43054114
HEPATIC CONGESTION,35205233
THALAMUS HAEMORRHAGE,36718028
RESTRICTIVE CARDIOMYOPATHY,35205286
VENOUS PRESSURE INCREASED,36312118
RETINOPATHY PROLIFERATIVE,35506534
PHOBIA OF FLYING,36918894
GASTROINTESTINAL FISTULA,35707806
SUPRAVENTRICULAR TACHYARRHYTHMIA,35204962
NASAL CAVITY CANCER,36617855
LARYNGEAL SQUAMOUS CELL CARCINOMA,43054088
PATENT DUCTUS ARTERIOSUS REPAIR,37522324
MUSCLE TONE DISORDER,43054141
INTESTINAL MASS,35707773
PROCTOCOLECTOMY,37521056
GENITAL ATROPHY,45885637
KERATINISING SQUAMOUS CELL CARCINOMA OF NASOPHARYNX,43054091
ATRIAL THROMBOSIS,35204987
ALLERGIC RESPIRATORY SYMPTOM,36009688
CHOROID MELANOMA,35607212
VESTIBULAR DISORDER,35406382
PROCEDURAL HYPOTENSION,36211691
CHRONIC KIDNEY DISEASE-MINERAL AND BONE DISORDER,788148
PAROTITIS,35708715
HAEMATOCRIT,36313219
SYSTEMIC INFLAMMATORY RESPONSE SYNDROME,35809190
INSULIN-LIKE GROWTH FACTOR DECREASED,36312236
DELUSIONAL PERCEPTION,36918981
BLADDER DILATATION,37019237
INTENTIONAL PRODUCT MISUSE,45885696
THROMBECTOMY,37522351
KERATITIS FUNGAL,35607055
PREHYPERTENSION,37622533
HYPERCHLORAEMIA,36416579
BENIGN ROLANDIC EPILEPSY,42890505
LARGE INTESTINE OPERATION,37521054
SPLENIC LESION,35104803
WISKOTT-ALDRICH SYNDROME,35104695
COPPER DEFICIENCY,36416619
VULVOVAGINAL DISCOMFORT,37119781
POST-TRAUMATIC NECK SYNDROME,42889655
LUNG SQUAMOUS CELL CARCINOMA METASTATIC,42890289
CENTRAL NERVOUS SYSTEM STIMULATION,37521462
PROPHYLAXIS AGAINST BRONCHOSPASM,37522081
UTERINE CERVIX DILATION PROCEDURE,37521559
EAR TUBE INSERTION,37521269
ADENOIDECTOMY,37521330
EXPOSURE TO CHEMICAL POLLUTION,37420386
GENITAL DISORDER MALE,37119621
CATHETER SITE INFECTION,35808853
LEARNING DISABILITY,37420533
ABSCESS BACTERIAL,36110008
RELAPSING MULTIPLE SCLEROSIS,1197926
CARDIAC PHARMACOLOGIC STRESS TEST,36311804
ENDOCARDITIS ENTEROCOCCAL,35205203
IMMUNOBLASTIC LYMPHOMA,35104652
HYPOPLASTIC RIGHT HEART SYNDROME,35205134
BLOOD CORTICOTROPHIN ABNORMAL,36312304
MUSCLE CONTRACTURE,36516971
THROMBOCYTOPENIC PURPURA,35104693
DYSAESTHESIA PHARYNX,36718374
CARDIAC OUTPUT DECREASED,36311801
LIPIDOSIS,35305850
MOTOR NEURONE DISEASE,36718452
KAPOSI'S VARICELLIFORM ERUPTION,36009772
PANCREATIC FISTULA,35707816
RETINAL VASCULITIS,35607161
ABDOMINAL HERNIA,35707512
BREAST TENDERNESS,37119494
ABNORMAL DREAMS,36718543
TONSILLITIS BACTERIAL,36110072
TRICUSPID VALVE REPAIR,37520765
LYMPHOCYTOSIS,35104859
B-CELL SMALL LYMPHOCYTIC LYMPHOMA,35104474
VITAMIN C DEFICIENCY,35104127
ABDOMINAL RIGIDITY,35708158
BURKITT'S LYMPHOMA STAGE IV,35104489
PNEUMONIA CHLAMYDIAL,36110303
VAGINAL CANCER,36617659
RENAL VASCULITIS,36009912
INFREQUENT BOWEL MOVEMENTS,35708109
ANAL ABSCESS,35707872
HIGH DENSITY LIPOPROTEIN INCREASED,36313994
CEREBRAL ARTERY OCCLUSION,36717995
POST-ANOXIC MYOCLONUS,36718367
METASTATIC GLIOMA,36617396
ENERGY INCREASED,35809125
SUPERFICIAL SIDEROSIS OF CENTRAL NERVOUS SYSTEM,42889025
ENTEROCOLITIS BACTERIAL,35708003
RENAL SCAN,36315787
HEPATIC PAIN,35909593
HEAT THERAPY,37522175
TACHYPHRENIA,36718183
SKIN EXFOLIATION,37320170
ANXIETY DISORDER DUE TO A GENERAL MEDICAL CONDITION,36918854
MALIGNANT NEOPLASM OF UTERINE ADNEXA,36617598
ABDOMINAL MASS,35708136
OESOPHAGEAL NEOPLASM,35708397
CONVULSION IN CHILDHOOD,36718508
ANTINEUTROPHIL CYTOPLASMIC ANTIBODY DECREASED,36313654
GENITAL LABIAL ADHESIONS,37119735
SHOCK HAEMORRHAGIC,36416609
AXONAL NEUROPATHY,36718491
ANORECTAL INFECTION,35707880
PLASMODIUM FALCIPARUM INFECTION,35104093
ADJUSTMENT DISORDER WITH MIXED ANXIETY AND DEPRESSED MOOD,36918850
PLEOMORPHIC LIPOSARCOMA,43054177
BILIARY TRACT INFECTION,35909411
HERNIA PAIN,35809238
MELKERSSON-ROSENTHAL SYNDROME,35306286
ERYTHEMA NODOSUM,36009708
LEGIONELLA INFECTION,36110153
CYTOKINE RELEASE SYNDROME,36009871
PROCTITIS HAEMORRHAGIC,35708090
CROUP INFECTIOUS,36110958
INTESTINAL PERFORATION,35708302
BLOOD GROWTH HORMONE DECREASED,36312320
LIP DISORDER,35708561
NOCTURNAL DYSPNOEA,35205043
SMALL INTESTINAL OBSTRUCTION,35708226
TRIGGER FINGER,36517152
PANIC DISORDER WITHOUT AGORAPHOBIA,36918907
WRIST SURGERY,37520669
MALIGNANT NIPPLE NEOPLASM FEMALE,36617182
ECZEMA NUMMULAR,37320146
ANASTOMOTIC ULCER,35708287
ANTIPSYCHOTIC DRUG LEVEL,36316150
HYPOXIC-ISCHAEMIC ENCEPHALOPATHY,42890354
ACUTE MYELOID LEUKAEMIA (IN REMISSION),35104352
MEDULLOBLASTOMA RECURRENT,36617395
SCHIZOPHRENIFORM DISORDER,36919157
PELVIC DISCOMFORT,35708186
HYPERBILIRUBINAEMIA,35104304
MATRIXECTOMY,43054085
GINGIVAL CANCER,35708475
HYPOAESTHESIA ORAL,35708615
BINGE EATING,36919015
CHRONIC GRAFT VERSUS HOST DISEASE IN SKIN,42889365
IRIS NEOVASCULARISATION,35607002
CALCULUS URINARY,37019462
ENDOMETRIAL CANCER METASTATIC,36617576
RHESUS INCOMPATIBILITY,35104292
TOXIC SKIN ERUPTION,36009755
MEDIASTINITIS,36110556
GASTRITIS HAEMORRHAGIC,35708054
EX-DRUG ABUSER,37420553
PITUITARY TUMOUR REMOVAL,37520813
GASTROINTESTINAL TRACT IRRITATION,42889182
ANIMAL SCRATCH,36211284
BREAST CELLULITIS,36110023
DENTAL FLUORIDE THERAPY,37521187
GASTRIC EMPTYING STUDY,36312771
SCROTAL ABSCESS,36110613
MUSCLE OPERATION,37521919
ANTISYNTHETASE SYNDROME,36009798
VIRAEMIA,36110652
NEUROLEPTIC MALIGNANT SYNDROME,35809043
BLOOD CREATININE ABNORMAL,36315573
ADENOSINE DEAMINASE ABNORMAL,43562809
BENIGN FAMILIAL PEMPHIGUS,35306263
PETECHIAE,35104125
COLORECTAL CANCER STAGE III,35708429
ABORTION THREATENED,36818640
GAUCHER'S DISEASE TYPE III,45886189
NO REACTION ON PREVIOUS EXPOSURE TO DRUG,35809341
