indication,indication_concept_id,indication_clean,cancer_flag
ECZEMA HERPETICUM,36009769,ECZEMA HERPETICUM,FALSE
OESOPHAGEAL INFECTION,35708017,OESOPHAGEAL INFECTION,FALSE
ORGAN PRESERVATION,37522222,ORGAN PRESERVATION,FALSE
FOREIGN BODY,42889658,FOREIGN BODY,FALSE
ALPHA-1 ANTI-TRYPSIN ABNORMAL,36315438,ALPHA-1 ANTI-TRYPSIN ABNORMAL,FALSE
BEDRIDDEN,37420510,BEDRIDDEN,FALSE
CRANIAL OPERATION,37521500,CRANIAL OPERATION,FALSE
COMPLEMENT DEFICIENCY DISEASE,45886102,COMPLEMENT DEFICIENCY DISEASE,FALSE
LIGAMENT PAIN,36517141,LIGAMENT PAIN,FALSE
SPINAL CORD INFARCTION,36718600,SPINAL CORD INFARCTION,FALSE
SOMATOFORM DISORDER GASTROINTESTINAL,35707785,SOMATOFORM DISORDER GASTROINTESTINAL,FALSE
PENILE INFECTION,36110610,PENILE INFECTION,FALSE
HYPOALDOSTERONISM,35506463,HYPOALDOSTERONISM,FALSE
HEART RATE NORMAL,36311985,HEART RATE NORMAL,FALSE
SKULL FRACTURE,36211114,SKULL FRACTURE,FALSE
HYPONATRAEMIC SYNDROME,36416602,HYPONATRAEMIC SYNDROME,FALSE
HEART VALVE STENOSIS,35205084,HEART VALVE STENOSIS,FALSE
IODINE ALLERGY,36009741,IODINE ALLERGY,FALSE
MUCOSAL DISCOLOURATION,35809198,MUCOSAL DISCOLOURATION,FALSE
BLOOD MAGNESIUM INCREASED,36316372,BLOOD MAGNESIUM INCREASED,FALSE
MENSTRUATION DELAYED,35506586,MENSTRUATION DELAYED,FALSE
SCAR PAIN,37320118,SCAR PAIN,FALSE
ALLERGIC RESPIRATORY DISEASE,36009869,ALLERGIC RESPIRATORY DISEASE,FALSE
INGUINAL MASS,36516989,INGUINAL MASS,TRUE
FALSE LABOUR,36818675,FALSE LABOUR,FALSE
LIMB OPERATION,37520685,LIMB OPERATION,FALSE
PROSTATIC SPECIFIC ANTIGEN ABNORMAL,36313739,PROSTATIC SPECIFIC ANTIGEN ABNORMAL,FALSE
MALIGNANT PALATE NEOPLASM,35708484,MALIGNANT PALATE NEOPLASM,TRUE
SALIVA ALTERED,35708693,SALIVA ALTERED,FALSE
NEUROGENIC BOWEL,35707780,NEUROGENIC BOWEL,FALSE
ASPERGILLUS TEST,42890105,ASPERGILLUS TEST,FALSE
BODY DYSMORPHIC DISORDER,36919220,BODY DYSMORPHIC DISORDER,FALSE
BLOOD IMMUNOGLOBULIN G INCREASED,36313804,BLOOD IMMUNOGLOBULIN G INCREASED,FALSE
MESOTHERAPY,37521935,MESOTHERAPY,FALSE
CLAUSTROPHOBIA,36918867,CLAUSTROPHOBIA,FALSE
PARTNER STRESS,37420438,PARTNER STRESS,FALSE
WEIGHT GAIN POOR,36416541,WEIGHT GAIN POOR,FALSE
INFECTED BUNION,36110666,INFECTED BUNION,FALSE
MILIARIA,43562706,MILIARIA,FALSE
GINGIVAL BLISTER,35708613,GINGIVAL BLISTER,FALSE
NODAL RHYTHM,35204940,NODAL RHYTHM,FALSE
FUSOBACTERIUM INFECTION,36110131,FUSOBACTERIUM INFECTION,FALSE
SENSORY NEUROPATHY HEREDITARY,35306121,SENSORY NEUROPATHY HEREDITARY,FALSE
ACQUIRED EPILEPTIC APHASIA,36718521,ACQUIRED EPILEPTIC APHASIA,FALSE
ACNE PUSTULAR,36110655,ACNE PUSTULAR,FALSE
GITELMAN'S SYNDROME,35306140,GITELMAN'S SYNDROME,FALSE
FULMINANT TYPE 1 DIABETES MELLITUS,42889106,FULMINANT TYPE 1 DIABETES MELLITUS,FALSE
AXILLARY PAIN,35809231,AXILLARY PAIN,FALSE
RESIDUAL URINE VOLUME INCREASED,36315752,RESIDUAL URINE VOLUME INCREASED,FALSE
DRUG INTERACTION,35809310,DRUG INTERACTION,FALSE
PHYSICAL EXAMINATION,36315348,PHYSICAL EXAMINATION,FALSE
TYPE IIB HYPERLIPIDAEMIA,35305821,TYPE IIB HYPERLIPIDAEMIA,FALSE
PLATELET TRANSFUSION,37521141,PLATELET TRANSFUSION,FALSE
COMPULSIVE HANDWASHING,42890625,COMPULSIVE HANDWASHING,FALSE
KLEPTOMANIA,36919023,KLEPTOMANIA,FALSE
RIFT VALLEY FEVER,36110969,RIFT VALLEY FEVER,FALSE
NASAL DISCHARGE DISCOLOURATION,42890330,NASAL DISCHARGE DISCOLOURATION,FALSE
MUSCLE MASS,36516847,MUSCLE MASS,TRUE
OVARIAN VEIN THROMBOSIS,42890247,OVARIAN VEIN THROMBOSIS,FALSE
OVARIAN MASS,37119562,OVARIAN MASS,TRUE
GASTRIC ULCER HELICOBACTER,35708281,GASTRIC ULCER HELICOBACTER,FALSE
INAPPROPRIATE SCHEDULE OF DRUG ADMINISTRATION,36211464,INAPPROPRIATE SCHEDULE OF DRUG ADMINISTRATION,FALSE
ANTITHROMBIN III,36312935,ANTITHROMBIN III,FALSE
SOMATIC SYMPTOM DISORDER,788135,SOMATIC SYMPTOM DISORDER,FALSE
HYPOACUSIS,35406369,HYPOACUSIS,FALSE
PAPILLOEDEMA,35607345,PAPILLOEDEMA,FALSE
BLOOD CORTICOTROPHIN,36312303,BLOOD CORTICOTROPHIN,FALSE
VACCINATION COMPLICATION,36211777,VACCINATION COMPLICATION,FALSE
CHRONIC CUTANEOUS LUPUS ERYTHEMATOSUS,36045584,CHRONIC CUTANEOUS LUPUS ERYTHEMATOSUS,FALSE
NONKERATINISING CARCINOMA OF NASOPHARYNX,43054092,NONKERATINISING CARCINOMA OF NASOPHARYNX,TRUE
CARDIOVASCULAR EVALUATION,36311808,CARDIOVASCULAR EVALUATION,FALSE
VERTEBRAL FORAMINAL STENOSIS,42890537,VERTEBRAL FORAMINAL STENOSIS,FALSE
PITTED KERATOLYSIS,42889542,PITTED KERATOLYSIS,FALSE
CAROTID ARTERY ANEURYSM,36717970,CAROTID ARTERY ANEURYSM,FALSE
FOLLICLE CENTRE LYMPHOMA DIFFUSE SMALL CELL LYMPHOMA RECURRENT,35104505,FOLLICLE CENTRE LYMPHOMA DIFFUSE SMALL CELL LYMPHOMA RECURRENT,TRUE
NEONATAL ASPHYXIA,36818743,NEONATAL ASPHYXIA,FALSE
INFECTIVE EXACERBATION OF BRONCHIECTASIS,42889535,INFECTIVE EXACERBATION OF BRONCHIECTASIS,FALSE
FEMALE GENITAL TRACT FISTULA,35707804,FEMALE GENITAL TRACT FISTULA,FALSE
PYRUVATE KINASE DEFICIENCY ANAEMIA,35104318,PYRUVATE KINASE DEFICIENCY ANAEMIA,FALSE
ARRHYTHMOGENIC RIGHT VENTRICULAR DYSPLASIA,35205270,ARRHYTHMOGENIC RIGHT VENTRICULAR DYSPLASIA,FALSE
VULVOVAGINAL RASH,42890297,VULVOVAGINAL RASH,FALSE
VENOUS RECANALISATION,37622461,VENOUS RECANALISATION,FALSE
THYROID HORMONES INCREASED,36358233,THYROID HORMONES INCREASED,FALSE
STREPTOCOCCAL URINARY TRACT INFECTION,42889545,STREPTOCOCCAL URINARY TRACT INFECTION,FALSE
ANAEMIA POSTOPERATIVE,35104078,ANAEMIA POSTOPERATIVE,FALSE
FACIAL NERVE DISORDER,36718077,FACIAL NERVE DISORDER,FALSE
SOMATOTROPIN STIMULATION TEST,43053950,SOMATOTROPIN STIMULATION TEST,FALSE
RETINAL MELANOMA,35607218,RETINAL MELANOMA,TRUE
PELVIC CONGESTION,37119703,PELVIC CONGESTION,FALSE
ANAL FISSURE EXCISION,37520942,ANAL FISSURE EXCISION,FALSE
MALIGNANT MESENCHYMOMA METASTATIC,36517068,MALIGNANT MESENCHYMOMA METASTATIC,TRUE
INTESTINAL INFARCTION,35708343,INTESTINAL INFARCTION,FALSE
BRAIN DEATH,35809058,BRAIN DEATH,FALSE
OCCULT BLOOD POSITIVE,36312669,OCCULT BLOOD POSITIVE,FALSE
OVARIAN EPITHELIAL CANCER METASTATIC,36617648,OVARIAN EPITHELIAL CANCER METASTATIC,TRUE
NASOPHARYNGEAL CANCER STAGE IV,36617852,NASOPHARYNGEAL CANCER STAGE IV,TRUE
CYTOLOGY ABNORMAL,36313885,CYTOLOGY ABNORMAL,FALSE
PLASMINOGEN ACTIVATOR INHIBITOR POLYMORPHISM,42888953,PLASMINOGEN ACTIVATOR INHIBITOR POLYMORPHISM,FALSE
BLOOD PRESSURE SYSTOLIC DECREASED,36312086,BLOOD PRESSURE SYSTOLIC DECREASED,FALSE
PELVIC ABSCESS,36110563,PELVIC ABSCESS,FALSE
SKIN INJURY,36211391,SKIN INJURY,FALSE
APPLICATION SITE SWELLING,35808828,APPLICATION SITE SWELLING,FALSE
APPLICATION SITE PAIN,35808816,APPLICATION SITE PAIN,FALSE
CARCINOMA IN SITU,36617292,CARCINOMA IN SITU,TRUE
PLEURAL INFECTION BACTERIAL,36110596,PLEURAL INFECTION BACTERIAL,FALSE
RUPTURED CEREBRAL ANEURYSM,36718022,RUPTURED CEREBRAL ANEURYSM,FALSE
EBOLA DISEASE,36110889,EBOLA DISEASE,FALSE
NEUTROPENIC INFECTION,35104886,NEUTROPENIC INFECTION,FALSE
COLONIC ABSCESS,43562726,COLONIC ABSCESS,FALSE
HYPERGLOBULINAEMIA,35104203,HYPERGLOBULINAEMIA,FALSE
ONYCHOMALACIA,37320307,ONYCHOMALACIA,FALSE
DIPHTHERIA CARRIER,36109965,DIPHTHERIA CARRIER,FALSE
LOW BIRTH WEIGHT BABY,42890557,LOW BIRTH WEIGHT BABY,FALSE
BACTERIAL PYELONEPHRITIS,36110016,BACTERIAL PYELONEPHRITIS,FALSE
T-CELL DEPLETION,37521143,T-CELL DEPLETION,FALSE
URINARY TRACT PAIN,37019454,URINARY TRACT PAIN,FALSE
GASTRITIS BACTERIAL,35707902,GASTRITIS BACTERIAL,FALSE
BASAL GANGLION DEGENERATION,36718196,BASAL GANGLION DEGENERATION,FALSE
ISCHAEMIC ULCER,35809402,ISCHAEMIC ULCER,FALSE
SILICOSIS,36211242,SILICOSIS,FALSE
HEPATITIS INFECTIOUS,35909584,HEPATITIS INFECTIOUS,FALSE
RADICAL HYSTERECTOMY,37521660,RADICAL HYSTERECTOMY,FALSE
EOSINOPHIL COUNT INCREASED,36313350,EOSINOPHIL COUNT INCREASED,FALSE
SKIN WOUND,42889558,SKIN WOUND,FALSE
INCISIONAL DRAINAGE,37522188,INCISIONAL DRAINAGE,FALSE
BLOOD ERYTHROPOIETIN ABNORMAL,36313135,BLOOD ERYTHROPOIETIN ABNORMAL,FALSE
DILATATION ATRIAL,35205318,DILATATION ATRIAL,FALSE
GAMMA-GLUTAMYLTRANSFERASE INCREASED,36313573,GAMMA-GLUTAMYLTRANSFERASE INCREASED,FALSE
DERMAL FILLER INJECTION,42890306,DERMAL FILLER INJECTION,FALSE
TRI-IODOTHYRONINE DECREASED,36312492,TRI-IODOTHYRONINE DECREASED,FALSE
RETINAL ANEURYSM,35607408,RETINAL ANEURYSM,FALSE
AUTONOMIC FAILURE SYNDROME,35708097,AUTONOMIC FAILURE SYNDROME,FALSE
METABOLIC ABNORMALITY MANAGEMENT,37522213,METABOLIC ABNORMALITY MANAGEMENT,FALSE
POLYGLANDULAR DISORDER,35506554,POLYGLANDULAR DISORDER,FALSE
MALIGNANT NEOPLASM OF EYE,35607253,MALIGNANT NEOPLASM OF EYE,TRUE
EBSTEIN'S ANOMALY,35205129,EBSTEIN'S ANOMALY,FALSE
BACTERIAL PROSTATITIS,42889515,BACTERIAL PROSTATITIS,FALSE
URINARY TRACT INFECTION STAPHYLOCOCCAL,36110238,URINARY TRACT INFECTION STAPHYLOCOCCAL,FALSE
AXILLARY VEIN THROMBOSIS,37622464,AXILLARY VEIN THROMBOSIS,FALSE
HEREDITARY ANGIOEDEMA WITH C1 ESTERASE INHIBITOR DEFICIENCY,1198960,HEREDITARY ANGIOEDEMA WITH C1 ESTERASE INHIBITOR DEFICIENCY,FALSE
CHILD MALTREATMENT SYNDROME,36211291,CHILD MALTREATMENT SYNDROME,FALSE
AUTONOMIC DYSREFLEXIA,36211395,AUTONOMIC DYSREFLEXIA,FALSE
LARYNGEAL DYSPNOEA,35205042,LARYNGEAL DYSPNOEA,FALSE
DECREASED ACTIVITY,35809075,DECREASED ACTIVITY,FALSE
ARTHROSCOPIC SURGERY,37520635,ARTHROSCOPIC SURGERY,FALSE
PERSONALITY CHANGE,36718365,PERSONALITY CHANGE,FALSE
CHOREOATHETOSIS,36718191,CHOREOATHETOSIS,FALSE
HYPOPROTHROMBINAEMIA,35104150,HYPOPROTHROMBINAEMIA,FALSE
VARICOCELE,37119606,VARICOCELE,FALSE
MASTECTOMY,37520714,MASTECTOMY,FALSE
HYPERTENSIVE ENCEPHALOPATHY,36718121,HYPERTENSIVE ENCEPHALOPATHY,FALSE
COMPLICATION ASSOCIATED WITH DEVICE,46276806,COMPLICATION ASSOCIATED WITH DEVICE,FALSE
INFANTILE SPITTING UP,35708201,INFANTILE SPITTING UP,FALSE
BLOOD CULTURE,36314492,BLOOD CULTURE,FALSE
HERNIA HIATUS REPAIR,37521816,HERNIA HIATUS REPAIR,FALSE
FUNDOSCOPY,36315223,FUNDOSCOPY,FALSE
NYSTAGMUS,35607284,NYSTAGMUS,FALSE
MICROSOMIA,42889444,MICROSOMIA,FALSE
BURSA INJURY,36211081,BURSA INJURY,FALSE
PENILE ULCERATION,37119586,PENILE ULCERATION,FALSE
PROCOAGULANT THERAPY,37521168,PROCOAGULANT THERAPY,FALSE
DRY AGE-RELATED MACULAR DEGENERATION,45886112,DRY AGE-RELATED MACULAR DEGENERATION,FALSE
ENDOTHELIAL DYSFUNCTION,37622485,ENDOTHELIAL DYSFUNCTION,FALSE
THYROID STIMULATING HORMONE-PRODUCING PITUITARY TUMOUR,35506687,THYROID STIMULATING HORMONE-PRODUCING PITUITARY TUMOUR,TRUE
CRYPTOSPORIDIOSIS INFECTION,35707897,CRYPTOSPORIDIOSIS INFECTION,FALSE
ARTHROPOD-BORNE DISEASE,36110538,ARTHROPOD-BORNE DISEASE,FALSE
BLOOD CHOLESTEROL ESTERASE INCREASED,42889989,BLOOD CHOLESTEROL ESTERASE INCREASED,FALSE
SEPSIS PASTEURELLA,36110193,SEPSIS PASTEURELLA,FALSE
POOR PERSONAL HYGIENE,37420580,POOR PERSONAL HYGIENE,FALSE
MENISCUS OPERATION,37520655,MENISCUS OPERATION,FALSE
BARTHOLINITIS,37119523,BARTHOLINITIS,FALSE
ABORTION INDUCED COMPLICATED,36211611,ABORTION INDUCED COMPLICATED,FALSE
GENITAL TRACT INFLAMMATION,37119632,GENITAL TRACT INFLAMMATION,FALSE
LATE ONSET HYPOGONADISM SYNDROME,42889104,LATE ONSET HYPOGONADISM SYNDROME,FALSE
BLOOD TESTOSTERONE FREE INCREASED,36312386,BLOOD TESTOSTERONE FREE INCREASED,FALSE
HYPERGONADISM,35506561,HYPERGONADISM,FALSE
VIOLENCE-RELATED SYMPTOM,36919082,VIOLENCE-RELATED SYMPTOM,FALSE
CHOLECYSTITIS CHRONIC,35909443,CHOLECYSTITIS CHRONIC,FALSE
CANDIDA PNEUMONIA,36110333,CANDIDA PNEUMONIA,FALSE
INJECTION SITE HAEMORRHAGE,35808981,INJECTION SITE HAEMORRHAGE,FALSE
BLOOD ANTIDIURETIC HORMONE,36312345,BLOOD ANTIDIURETIC HORMONE,FALSE
WOUND HEALING NORMAL,42890618,WOUND HEALING NORMAL,FALSE
HYPOCALCIURIA,36416564,HYPOCALCIURIA,FALSE
BLOOD IMMUNOGLOBULIN M DECREASED,36313808,BLOOD IMMUNOGLOBULIN M DECREASED,FALSE
INJECTION SITE INJURY,35808987,INJECTION SITE INJURY,FALSE
ROOT CANAL INFECTION,45885891,ROOT CANAL INFECTION,FALSE
URINE OSMOLARITY DECREASED,36316473,URINE OSMOLARITY DECREASED,FALSE
INNER EAR INFLAMMATION,35406386,INNER EAR INFLAMMATION,FALSE
PAPULE,42890388,PAPULE,FALSE
ALVEOLITIS,37219811,ALVEOLITIS,FALSE
ATONIC SEIZURES,36718523,ATONIC SEIZURES,FALSE
BIOPSY LUNG,36316046,BIOPSY LUNG,FALSE
BLADDER STENOSIS,37019251,BLADDER STENOSIS,FALSE
JUGULAR VEIN OCCLUSION,46276702,JUGULAR VEIN OCCLUSION,FALSE
DYSENTERY,35707998,DYSENTERY,FALSE
ACCESSORY CARDIAC PATHWAY,35204899,ACCESSORY CARDIAC PATHWAY,FALSE
DRUG DOSE OMISSION,36211462,DRUG DOSE OMISSION,FALSE
ANTHRAX,36110003,ANTHRAX,FALSE
EPIDERMAL GROWTH FACTOR RECEPTOR INCREASED,36315504,EPIDERMAL GROWTH FACTOR RECEPTOR INCREASED,FALSE
HYPERPHAGIA,35708177,HYPERPHAGIA,FALSE
NASOPHARYNGEAL CANCER STAGE III,36617851,NASOPHARYNGEAL CANCER STAGE III,TRUE
TRACHEAL STENOSIS,37220073,TRACHEAL STENOSIS,FALSE
NATURAL KILLER CELL COUNT DECREASED,36313428,NATURAL KILLER CELL COUNT DECREASED,FALSE
HANGOVER,35809090,HANGOVER,FALSE
PARASITIC TEST POSITIVE,36314581,PARASITIC TEST POSITIVE,FALSE
SKELETAL DYSPLASIA,42889073,SKELETAL DYSPLASIA,FALSE
UTERINE ENLARGEMENT,37119717,UTERINE ENLARGEMENT,FALSE
EXTRA-OSSEOUS EWING'S SARCOMA,36517039,EXTRA-OSSEOUS EWING'S SARCOMA,TRUE
OVARIAN GERM CELL CANCER,36617618,OVARIAN GERM CELL CANCER,TRUE
ENDOMETRITIS,36110506,ENDOMETRITIS,FALSE
LAPAROSCOPY,36312724,LAPAROSCOPY,FALSE
HYSTEROSCOPY,36315932,HYSTEROSCOPY,FALSE
PANCREAS DIVISUM,42889039,PANCREAS DIVISUM,FALSE
BILATERAL ORCHIDECTOMY,37521407,BILATERAL ORCHIDECTOMY,FALSE
B-CELL PROLYMPHOCYTIC LEUKAEMIA,43053709,B-CELL PROLYMPHOCYTIC LEUKAEMIA,TRUE
BREAST ANGIOSARCOMA METASTATIC,42890646,BREAST ANGIOSARCOMA METASTATIC,TRUE
BLAST CELL CRISIS,35104338,BLAST CELL CRISIS,TRUE
INTRACRANIAL HYPOTENSION,36211219,INTRACRANIAL HYPOTENSION,FALSE
POST LUMBAR PUNCTURE SYNDROME,36211637,POST LUMBAR PUNCTURE SYNDROME,FALSE
KERNICTERUS,35909476,KERNICTERUS,FALSE
WRONG PATIENT RECEIVED MEDICATION,36255014,WRONG PATIENT RECEIVED MEDICATION,FALSE
MILIA,37320282,MILIA,FALSE
CONTINUOUS POSITIVE AIRWAY PRESSURE,37521836,CONTINUOUS POSITIVE AIRWAY PRESSURE,FALSE
OXYGEN SATURATION ABNORMAL,36314116,OXYGEN SATURATION ABNORMAL,FALSE
WOUND HAEMORRHAGE,36211328,WOUND HAEMORRHAGE,FALSE
FIBULA FRACTURE,36211100,FIBULA FRACTURE,FALSE
BACILLUS INFECTION,36110005,BACILLUS INFECTION,FALSE
ABDOMINAL WALL INFECTION,35707940,ABDOMINAL WALL INFECTION,FALSE
APPENDIX DISORDER,35707753,APPENDIX DISORDER,FALSE
RESPIRATORY SYMPTOM,45886092,RESPIRATORY SYMPTOM,FALSE
INFERTILITY MALE,37119656,INFERTILITY MALE,FALSE
BONE ATROPHY,36416543,BONE ATROPHY,FALSE
ALLERGY TO METALS,36009694,ALLERGY TO METALS,FALSE
NUCLEAR MAGNETIC RESONANCE IMAGING HEART,45885590,NUCLEAR MAGNETIC RESONANCE IMAGING HEART,FALSE
ANAL CANCER STAGE 0,35708403,ANAL CANCER STAGE 0,TRUE
ORTHOSTATIC TREMOR,42890432,ORTHOSTATIC TREMOR,FALSE
FOETAL ARRHYTHMIA,35204934,FOETAL ARRHYTHMIA,FALSE
DELAYED SLEEP PHASE,36718560,DELAYED SLEEP PHASE,FALSE
BECKER'S NAEVUS,36617191,BECKER'S NAEVUS,FALSE
TRANSFUSION REACTION,35104218,TRANSFUSION REACTION,FALSE
WEIGHT,36315378,WEIGHT,FALSE
PAGET-SCHROETTER SYNDROME,37622470,PAGET-SCHROETTER SYNDROME,FALSE
DIABETIC METABOLIC DECOMPENSATION,45886365,DIABETIC METABOLIC DECOMPENSATION,FALSE
METASTATIC SALIVARY GLAND CANCER,35708487,METASTATIC SALIVARY GLAND CANCER,TRUE
BEHAVIOURAL THERAPY,45885944,BEHAVIOURAL THERAPY,FALSE
PROGERIA,35305514,PROGERIA,FALSE
WOUND INFECTION VIRAL,36111058,WOUND INFECTION VIRAL,FALSE
IMMUNOGLOBULINS,36313814,IMMUNOGLOBULINS,FALSE
PURGING,36919011,PURGING,FALSE
GENITAL INFECTION MALE,36110606,GENITAL INFECTION MALE,FALSE
ANAEMIA NEONATAL,35104077,ANAEMIA NEONATAL,FALSE
URINE ODOUR ABNORMAL,37019444,URINE ODOUR ABNORMAL,FALSE
VASOGENIC CEREBRAL OEDEMA,36718156,VASOGENIC CEREBRAL OEDEMA,FALSE
ENTEROCOCCAL SEPSIS,36110117,ENTEROCOCCAL SEPSIS,FALSE
VIRAL LOAD UNDETECTABLE,45885768,VIRAL LOAD UNDETECTABLE,FALSE
CLUBBING,35205022,CLUBBING,FALSE
OESOPHAGEAL SQUAMOUS CELL CARCINOMA STAGE IV,35708529,OESOPHAGEAL SQUAMOUS CELL CARCINOMA STAGE IV,TRUE
CATARRH,36148924,CATARRH,FALSE
RHINOPLASTY,37521297,RHINOPLASTY,FALSE
DIABETIC GANGRENE,35506505,DIABETIC GANGRENE,FALSE
INJECTION SITE ANAESTHESIA,35808962,INJECTION SITE ANAESTHESIA,FALSE
JOINT INJECTION,37520646,JOINT INJECTION,FALSE
LYMPH NODE ABSCESS,35104735,LYMPH NODE ABSCESS,FALSE
UTERINE DILATION AND EVACUATION,37521663,UTERINE DILATION AND EVACUATION,FALSE
OPTIC ISCHAEMIC NEUROPATHY,35607013,OPTIC ISCHAEMIC NEUROPATHY,FALSE
GLYCOGEN STORAGE DISEASE TYPE VI,35305800,GLYCOGEN STORAGE DISEASE TYPE VI,FALSE
RICKETTSIALPOX,36110843,RICKETTSIALPOX,FALSE
NONGERMINOMATOUS GERM CELL TUMOUR OF THE CNS,36617383,NONGERMINOMATOUS GERM CELL TUMOUR OF THE CNS,TRUE
GLOSSOPHARYNGEAL NEURALGIA,36718085,GLOSSOPHARYNGEAL NEURALGIA,FALSE
GANGLIONEUROMA,36617371,GANGLIONEUROMA,FALSE
PENILE PAIN,37119583,PENILE PAIN,FALSE
INFLAMMATORY MARKER INCREASED,42890633,INFLAMMATORY MARKER INCREASED,FALSE
PERSISTENT CLOACA,42889094,PERSISTENT CLOACA,FALSE
OESOPHAGEAL ATRESIA,35305701,OESOPHAGEAL ATRESIA,FALSE
ANAL ATRESIA,35305649,ANAL ATRESIA,FALSE
HYPERACUSIS,35406375,HYPERACUSIS,FALSE
LEFT ATRIAL DILATATION,35205322,LEFT ATRIAL DILATATION,FALSE
HIV INFECTION WHO CLINICAL STAGE III,36009942,HIV INFECTION WHO CLINICAL STAGE III,FALSE
PULMONARY CONTUSION,43053892,PULMONARY CONTUSION,FALSE
BLOOD THYROID STIMULATING HORMONE ABNORMAL,36312334,BLOOD THYROID STIMULATING HORMONE ABNORMAL,FALSE
POST THROMBOTIC SYNDROME,37622458,POST THROMBOTIC SYNDROME,FALSE
BENIGN NEOPLASM OF ADRENAL GLAND,35506487,BENIGN NEOPLASM OF ADRENAL GLAND,TRUE
HYPERADRENOCORTICISM,35506450,HYPERADRENOCORTICISM,FALSE
AREFLEXIA,36718267,AREFLEXIA,FALSE
COMPUTERISED TOMOGRAM PELVIS,45885749,COMPUTERISED TOMOGRAM PELVIS,FALSE
SERUM SICKNESS-LIKE REACTION,35809165,SERUM SICKNESS-LIKE REACTION,FALSE
SPLENIC MARGINAL ZONE LYMPHOMA STAGE IV,35104566,SPLENIC MARGINAL ZONE LYMPHOMA STAGE IV,TRUE
STRABISMUS,35607294,STRABISMUS,FALSE
CATARACT OPERATION COMPLICATION,35607183,CATARACT OPERATION COMPLICATION,FALSE
RADIATION MYELOPATHY,36211443,RADIATION MYELOPATHY,FALSE
ANEURYSM REPAIR,37522331,ANEURYSM REPAIR,FALSE
HEPATIC ENZYME,36313582,HEPATIC ENZYME,FALSE
FLASHBACK,36918983,FLASHBACK,FALSE
FIBRIN D DIMER INCREASED,36313032,FIBRIN D DIMER INCREASED,FALSE
ANGIOGRAM PERIPHERAL,36312026,ANGIOGRAM PERIPHERAL,FALSE
UBIQUINONE DECREASED,36314304,UBIQUINONE DECREASED,FALSE
MELANOCYTIC NAEVUS,36617201,MELANOCYTIC NAEVUS,FALSE
RENAL HYPERTENSION,37019328,RENAL HYPERTENSION,FALSE
UMBILICAL HERNIA,35707547,UMBILICAL HERNIA,FALSE
ANAL FUNGAL INFECTION,35707875,ANAL FUNGAL INFECTION,FALSE
NEOPLASM OF APPENDIX,35708396,NEOPLASM OF APPENDIX,TRUE
HODGKIN'S DISEASE LYMPHOCYTE DEPLETION TYPE STAGE IV,35104422,HODGKIN'S DISEASE LYMPHOCYTE DEPLETION TYPE STAGE IV,TRUE
AUTOSOMAL CHROMOSOME ANOMALY,35305455,AUTOSOMAL CHROMOSOME ANOMALY,FALSE
HYPOCHROMIC ANAEMIA,35104088,HYPOCHROMIC ANAEMIA,FALSE
ACQUIRED CYSTIC KIDNEY DISEASE,42890200,ACQUIRED CYSTIC KIDNEY DISEASE,FALSE
COMPLEMENT FACTOR DECREASED,36313765,COMPLEMENT FACTOR DECREASED,FALSE
ADRENAL INSUFFICIENCY NEONATAL,35305552,ADRENAL INSUFFICIENCY NEONATAL,FALSE
CYST RUPTURE,35809383,CYST RUPTURE,FALSE
FEELING OF DESPAIR,36918952,FEELING OF DESPAIR,FALSE
EXPOSURE VIA INHALATION,43053910,EXPOSURE VIA INHALATION,FALSE
FERTILITY INCREASED,35506558,FERTILITY INCREASED,FALSE
DRUG LEVEL INCREASED,36316186,DRUG LEVEL INCREASED,FALSE
EYE INFECTION VIRAL,35607120,EYE INFECTION VIRAL,FALSE
THYROID ADENOMA,35506807,THYROID ADENOMA,TRUE
OVARIAN EPITHELIAL CANCER STAGE IV,36617653,OVARIAN EPITHELIAL CANCER STAGE IV,TRUE
CATHETER SITE ERYTHEMA,35808850,CATHETER SITE ERYTHEMA,FALSE
LIPOPROTEIN (A),36314001,LIPOPROTEIN (A),FALSE
TRICHOPHYTOSIS,36110440,TRICHOPHYTOSIS,FALSE
CERVIX CARCINOMA STAGE I,36617568,CERVIX CARCINOMA STAGE I,TRUE
ENDOMETRIAL CANCER STAGE IV,36617582,ENDOMETRIAL CANCER STAGE IV,TRUE
COAGULATION TEST ABNORMAL,36313019,COAGULATION TEST ABNORMAL,FALSE
HETEROPLASIA,35809398,HETEROPLASIA,FALSE
OSTEOSCLEROSIS,36516751,OSTEOSCLEROSIS,FALSE
GAUCHER'S DISEASE TYPE II,45886188,GAUCHER'S DISEASE TYPE II,FALSE
TREATMENT FAILURE,35809361,TREATMENT FAILURE,FALSE
UREAPLASMA INFECTION,36110799,UREAPLASMA INFECTION,FALSE
MENINGITIS LISTERIA,36110163,MENINGITIS LISTERIA,FALSE
OESOPHAGEAL SQUAMOUS CELL CARCINOMA STAGE I,35708526,OESOPHAGEAL SQUAMOUS CELL CARCINOMA STAGE I,TRUE
METASTATIC LYMPHOMA,42888976,METASTATIC LYMPHOMA,TRUE
FACIAL PARALYSIS,36774644,FACIAL PARALYSIS,FALSE
FRENULUM BREVE,42889089,FRENULUM BREVE,FALSE
CLUMSINESS,36718198,CLUMSINESS,FALSE
